T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
784,United Arab Emirates,2010,Balance imports/exports (millions of US dollars),G,,"11,361",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2015,Balance imports/exports (millions of US dollars),G,,"13,454",United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2022,Balance imports/exports (millions of US dollars),G,,"95,128",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2023,Balance imports/exports (millions of US dollars),G,,"99,709",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
784,United Arab Emirates,2024,Balance imports/exports (millions of US dollars),G,,"61,718",Estimate.;United Arab Emirates uses the General Trade System since 2017.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,1995,Imports CIF (millions of US dollars),G,,"261,456",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2005,Imports CIF (millions of US dollars),G,,"528,461",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2010,Imports CIF (millions of US dollars),G,,"627,618",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2015,Imports CIF (millions of US dollars),G,,"630,251",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2022,Imports CIF (millions of US dollars),G,,"821,631",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2023,Imports CIF (millions of US dollars),G,,"791,657",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2024,Imports CIF (millions of US dollars),G,,"809,206",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,1995,Exports FOB (millions of US dollars),G,,"234,372",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2005,Exports FOB (millions of US dollars),G,,"392,744",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2010,Exports FOB (millions of US dollars),G,,"422,014",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2015,Exports FOB (millions of US dollars),G,,"466,296",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2022,Exports FOB (millions of US dollars),G,,"535,135",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2023,Exports FOB (millions of US dollars),G,,"521,207",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2024,Exports FOB (millions of US dollars),G,,"508,685",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,1995,Balance imports/exports (millions of US dollars),G,,"-27,084",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2005,Balance imports/exports (millions of US dollars),G,,"-135,717",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2010,Balance imports/exports (millions of US dollars),G,,"-205,603",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2015,Balance imports/exports (millions of US dollars),G,,"-163,955",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2022,Balance imports/exports (millions of US dollars),G,,"-286,496",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2023,Balance imports/exports (millions of US dollars),G,,"-270,450",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
826,United Kingdom,2024,Balance imports/exports (millions of US dollars),G,,"-300,520",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,1995,Imports CIF (millions of US dollars),G,,"1,653",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2005,Imports CIF (millions of US dollars),G,,"3,247",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2010,Imports CIF (millions of US dollars),G,,"8,013",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2015,Imports CIF (millions of US dollars),G,,"14,706",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2022,Imports CIF (millions of US dollars),G,,"15,654",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2023,Imports CIF (millions of US dollars),G,,"15,117",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2024,Imports CIF (millions of US dollars),G,,"17,656",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,1995,Exports FOB (millions of US dollars),G,,685,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2005,Exports FOB (millions of US dollars),G,,"1,672",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2010,Exports FOB (millions of US dollars),G,,"4,051",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2015,Exports FOB (millions of US dollars),G,,"5,854",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2022,Exports FOB (millions of US dollars),G,,"6,825",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2023,Exports FOB (millions of US dollars),G,,"7,274",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2024,Exports FOB (millions of US dollars),G,,"7,711",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,1995,Balance imports/exports (millions of US dollars),G,,-968,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2005,Balance imports/exports (millions of US dollars),G,,"-1,575",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2010,Balance imports/exports (millions of US dollars),G,,"-3,962",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2015,Balance imports/exports (millions of US dollars),G,,"-8,852",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2022,Balance imports/exports (millions of US dollars),G,,"-8,830",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2023,Balance imports/exports (millions of US dollars),G,,"-7,843",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
834,United Rep. of Tanzania,2024,Balance imports/exports (millions of US dollars),G,,"-9,945",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
840,United States of America,1995,Imports CIF (millions of US dollars),G,,"770,821",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
840,United States of America,2005,Imports CIF (millions of US dollars),G,,"1,732,321",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
840,United States of America,2010,Imports CIF (millions of US dollars),G,,"1,968,260",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
840,United States of America,2015,Imports CIF (millions of US dollars),G,,"2,313,425",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
840,United States of America,2022,Imports CIF (millions of US dollars),G,,"3,372,902",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
